team,conference,elo_rating,week,season,date
Utah State,Mountain West,1200,0,2000,2000-08-19
Ball State,Mid-American,1200,0,2000,2000-08-19
Iowa,Big Ten,1500,0,2000,2000-08-19
Nevada,Mountain West,1200,0,2000,2000-08-19
Alabama,SEC,1500,0,2000,2000-08-19
Central Michigan,Mid-American,1200,0,2000,2000-08-19
UTEP,Conference USA,1200,0,2000,2000-08-19
BYU,FBS Independents,1500,0,2000,2000-08-19
Akron,Mid-American,1200,0,2000,2000-08-19
Arizona State,Pac-12,1500,0,2000,2000-08-19
Buffalo,Mid-American,1200,0,2000,2000-08-19
Kansas,Big 12,1500,0,2000,2000-08-19
Louisiana Monroe,Sun Belt,1200,0,2000,2000-08-19
Arkansas State,Sun Belt,1200,0,2000,2000-08-19
Middle Tennessee,Conference USA,1200,0,2000,2000-08-19
Baylor,Big 12,1500,0,2000,2000-08-19
UNLV,Mountain West,1200,0,2000,2000-08-19
New Mexico State,FBS Independents,1500,0,2000,2000-08-19
Ohio,Mid-American,1200,0,2000,2000-08-19
Oklahoma State,Big 12,1500,0,2000,2000-08-19
San José State,Mountain West,1200,0,2000,2000-08-19
Temple,American Athletic,1200,0,2000,2000-08-19
TCU,Big 12,1500,0,2000,2000-08-19
Colorado,Pac-12,1500,0,2000,2000-08-19
Western Michigan,Mid-American,1200,0,2000,2000-08-19
Wyoming,Mountain West,1200,0,2000,2000-08-19
Kent State,Mid-American,1200,0,2000,2000-08-19
Houston,American Athletic,1200,0,2000,2000-08-19
Boston College,ACC,1500,0,2000,2000-08-19
Fresno State,Mountain West,1200,0,2000,2000-08-19
Miami (OH),Mid-American,1200,0,2000,2000-08-19
Mississippi State,SEC,1500,0,2000,2000-08-19
Southern Mississippi,Conference USA,1200,0,2000,2000-08-19
Tulane,American Athletic,1200,0,2000,2000-08-19
Troy,Sun Belt,1200,0,2000,2000-08-19
Montana,,500,0,2000,2000-08-19
Youngstown State,,500,0,2000,2000-08-19
Florida A&M,,500,0,2000,2000-08-19
Florida International,Conference USA,1200,0,2000,2000-08-19
Texas State,Sun Belt,1200,0,2000,2000-08-19
Stephen F. Austin,,500,0,2000,2000-08-19
Northern Colorado,,500,0,2000,2000-08-19
Florida Atlantic,Conference USA,1200,0,2000,2000-08-19
Bethune-Cookman,,500,0,2000,2000-08-19
Western Kentucky,Conference USA,1200,0,2000,2000-08-19
Indiana State,,500,0,2000,2000-08-19
Chattanooga,,500,0,2000,2000-08-19
Eastern Kentucky,,500,0,2000,2000-08-19
Grambling,,500,0,2000,2000-08-19
South Alabama,Sun Belt,1200,0,2000,2000-08-19
UT San Antonio,Conference USA,1200,0,2000,2000-08-19
UMass,FBS Independents,1500,0,2000,2000-08-19
Georgia State,Sun Belt,1200,0,2000,2000-08-19
Old Dominion,Conference USA,1200,0,2000,2000-08-19
Norfolk State,,500,0,2000,2000-08-19
Georgia Southern,Sun Belt,1200,0,2000,2000-08-19
Appalachian State,Sun Belt,1200,0,2000,2000-08-19
Yale,,500,0,2000,2000-08-19
Charlotte,Conference USA,1200,0,2000,2000-08-19
Coastal Carolina,Sun Belt,1200,0,2000,2000-08-19
Liberty,FBS Independents,1500,0,2000,2000-08-19
Campbell,,500,0,2000,2000-08-19
Mississippi Valley State,,500,0,2000,2000-08-19
Southeast Missouri State,,500,0,2000,2000-08-19
McNeese,,500,0,2000,2000-08-19
Western Carolina,,500,0,2000,2000-08-19
Western Illinois,,500,0,2000,2000-08-19
Eastern Washington,,500,0,2000,2000-08-19
Villanova,,500,0,2000,2000-08-19
Sam Houston State,,500,0,2000,2000-08-19
Jacksonville State,,500,0,2000,2000-08-19
Cal State Northridge,,500,0,2000,2000-08-19
Missouri State,,500,0,2000,2000-08-19
The Citadel,,500,0,2000,2000-08-19
Northern Iowa,,500,0,2000,2000-08-19
Northwestern State,,500,0,2000,2000-08-19
East Tennessee State,,500,0,2000,2000-08-19
Colgate,,500,0,2000,2000-08-19
Illinois State,,500,0,2000,2000-08-19
Portland State,,500,0,2000,2000-08-19
Weber State,,500,0,2000,2000-08-19
Southern Utah,,500,0,2000,2000-08-19
Richmond,,500,0,2000,2000-08-19
Nicholls,,500,0,2000,2000-08-19
Murray State,,500,0,2000,2000-08-19
Tennessee Tech,,500,0,2000,2000-08-19
James Madison,,500,0,2000,2000-08-19
Eastern Illinois,,500,0,2000,2000-08-19
William & Mary,,500,0,2000,2000-08-19
Southern Illinois,,500,0,2000,2000-08-19
Northern Arizona,,500,0,2000,2000-08-19
Northeastern,,500,0,2000,2000-08-19
Montana State,,500,0,2000,2000-08-19
Samford,,500,0,2000,2000-08-19
Rhode Island,,500,0,2000,2000-08-19
Idaho State,,500,0,2000,2000-08-19
Austin Peay,,500,0,2000,2000-08-19
Wofford,,500,0,2000,2000-08-19
Furman,,500,0,2000,2000-08-19
Bucknell,,500,0,2000,2000-08-19
Texas Southern,,500,0,2000,2000-08-19
Southern,,500,0,2000,2000-08-19
New Hampshire,,500,0,2000,2000-08-19
Cal Poly,,500,0,2000,2000-08-19
Lehigh,,500,0,2000,2000-08-19
Jackson State,,500,0,2000,2000-08-19
Sacramento State,,500,0,2000,2000-08-19
Holy Cross,,500,0,2000,2000-08-19
UT Martin,,500,0,2000,2000-08-19
Charleston Southern,,500,0,2000,2000-08-19
VMI,,500,0,2000,2000-08-19
Hofstra,,500,0,2000,2000-08-19
Western New Mexico,,500,0,2000,2000-08-19
Howard,,500,0,2000,2000-08-19
Southeastern Louisiana,,500,0,2000,2000-08-19
Delaware,,500,0,2000,2000-08-19
Morgan State,,500,0,2000,2000-08-19
North Carolina A&T,,500,0,2000,2000-08-19
Maine,,500,0,2000,2000-08-19
Tennessee State,,500,0,2000,2000-08-19
Virginia Union,,500,0,2000,2000-08-19
Savannah State,,500,0,2000,2000-08-19
Edward Waters,,500,0,2000,2000-08-19
UC Davis,,500,0,2000,2000-08-19
Alcorn State,,500,0,2000,2000-08-19
Alabama State,,500,0,2000,2000-08-19
North Dakota State,,500,0,2000,2000-08-19
South Carolina State,,500,0,2000,2000-08-19
Gardner-Webb,,500,0,2000,2000-08-19
Central Arkansas,,500,0,2000,2000-08-19
Elon,,500,0,2000,2000-08-19
West Virginia Tech,,500,0,2000,2000-08-19
Delaware State,,500,0,2000,2000-08-19
Central Connecticut,,500,0,2000,2000-08-19
Arkansas-Pine Bluff,,500,0,2000,2000-08-19
North Carolina Central,,500,0,2000,2000-08-19
Morehead State,,500,0,2000,2000-08-19
South Dakota State,,500,0,2000,2000-08-19
Towson,,500,0,2000,2000-08-19
Alabama A&M,,500,0,2000,2000-08-19
North Dakota,,500,0,2000,2000-08-19
Prairie View,,500,0,2000,2000-08-19
Presbyterian College,,500,0,2000,2000-08-19
Hampton,,500,0,2000,2000-08-19
South Dakota,,500,0,2000,2000-08-19
Stony Brook,,500,0,2000,2000-08-19
Fordham,,500,0,2000,2000-08-19
Wagner,,500,0,2000,2000-08-19
Lamar,,500,0,2000,2000-08-19
Texas A&M-Commerce,,500,0,2000,2000-08-19
Northwestern Oklahoma State,,500,0,2000,2000-08-19
Albany,,500,0,2000,2000-08-19
Abilene Christian,,500,0,2000,2000-08-19
Duquesne,,500,0,2000,2000-08-19
San Diego,,500,0,2000,2000-08-19
Monmouth,,500,0,2000,2000-08-19
Incarnate Word,,500,0,2000,2000-08-19
Mercer,,500,0,2000,2000-08-19
Houston Baptist,,500,0,2000,2000-08-19
Lafayette,,500,0,2000,2000-08-19
Kennesaw State,,500,0,2000,2000-08-19
Drake,,500,0,2000,2000-08-19
Robert Morris,,500,0,2000,2000-08-19
Florida State,ACC,1535.8277760507,1,2000,2000-08-26
Kansas State,Big 12,1535.8277760507,1,2000,2000-08-26
Louisiana Tech,FBS Independents,1201.0872463861,1,2000,2000-08-26
Texas Tech,Big 12,1509.7500375354,1,2000,2000-08-26
USC,Pac-10,1535.8277760507,1,2000,2000-08-27
BYU,Mountain West,1464.1722239493,1,2000,2000-08-26
Iowa,Big Ten,1464.1722239493,1,2000,2000-08-26
Mississippi Valley State,,498.912753613904,1,2000,2000-08-26
New Mexico,Mountain West,1190.2499624646,1,2000,2000-08-26
Penn State,Big Ten,1464.1722239493,1,2000,2000-08-27
Wisconsin,Big Ten,1509.7500375354,2,2000,2000-08-31
San Diego State,Mountain West,1183.3245741511,2,2000,2000-08-31
Auburn,SEC,1509.7500375354,2,2000,2000-08-31
North Texas,Big West,1183.3245741511,2,2000,2000-08-31
Marshall,Mid-American,1201.0872463861,2,2000,2000-08-31
Miami,Big East,1500.19539768852,2,2000,2000-08-31
Wake Forest,ACC,1424.7500375354,2,2000,2000-08-31
Northwestern,Big Ten,1509.7500375354,2,2000,2000-08-31
Duke,ACC,1424.7500375354,2,2000,2000-09-02
Eastern Michigan,Mid-American,1235.8277760507,2,2000,2000-09-02
Florida,SEC,1509.7500375354,2,2000,2000-09-02
Georgia,SEC,1509.7500375354,2,2000,2000-09-02
Georgia Tech,ACC,1509.7500375354,2,2000,2000-09-02
Illinois,Big Ten,1509.7500375354,2,2000,2000-09-02
Iowa State,Big 12,1509.7500375354,2,2000,2000-09-02
Kansas State,Big 12,1543.98006581115,2,2000,2000-09-02
LSU,SEC,1500.19539768852,2,2000,2000-09-02
Louisville,Conference USA,1535.8277760507,2,2000,2000-09-02
Vanderbilt,SEC,1424.7500375354,2,2000,2000-09-02
Michigan,Big Ten,1509.7500375354,2,2000,2000-09-02
Minnesota,Big Ten,1509.7500375354,2,2000,2000-09-02
Ole Miss,SEC,1509.7500375354,2,2000,2000-09-02
Memphis,Conference USA,1183.3245741511,2,2000,2000-09-02
Missouri,Big 12,1500.19539768852,2,2000,2000-09-02
Nebraska,Big 12,1509.7500375354,2,2000,2000-09-02
North Carolina,ACC,1509.7500375354,2,2000,2000-09-02
NC State,ACC,1509.7500375354,2,2000,2000-09-02
Notre Dame,FBS Independents,1535.8277760507,2,2000,2000-09-02
Ohio State,Big Ten,1509.7500375354,2,2000,2000-09-02
Oklahoma,Big 12,1509.7500375354,2,2000,2000-09-02
Oregon,Pac-10,1509.7500375354,2,2000,2000-09-02
Oregon State,Pac-10,1500.19539768852,2,2000,2000-09-02
Pittsburgh,Big East,1509.7500375354,2,2000,2000-09-02
Purdue,Big Ten,1509.7500375354,2,2000,2000-09-02
Rice,Western Athletic,1235.8277760507,2,2000,2000-09-02
Rutgers,Big East,1500.19539768852,2,2000,2000-09-02
Louisiana,FBS Independents,1116.0872463861,2,2000,2000-09-02
South Carolina,SEC,1535.8277760507,2,2000,2000-09-02
South Florida,FBS Independents,1201.0872463861,2,2000,2000-09-02
SMU,Western Athletic,1268.3245741511,2,2000,2000-09-02
Syracuse,Big East,1509.7500375354,2,2000,2000-09-02
Navy,FBS Independents,1150.8277760507,2,2000,2000-09-02
Tennessee,SEC,1509.7500375354,2,2000,2000-09-02
Texas Tech,Big 12,1519.02599401884,2,2000,2000-09-02
Penn State,Big Ten,1390.84872264407,2,2000,2000-09-02
UCLA,Pac-10,1535.8277760507,2,2000,2000-09-02
Virginia Tech,Big East,1509.7500375354,2,2000,2000-09-02
Washington,Pac-10,1500.19539768852,2,2000,2000-09-02
Washington State,Pac-10,1450.8277760507,2,2000,2000-09-02
West Virginia,Big East,1535.8277760507,2,2000,2000-09-02
Air Force,Mountain West,1201.0872463861,2,2000,2000-09-02
Utah,Mountain West,1450.8277760507,2,2000,2000-09-02
Arkansas,SEC,1500.19539768852,2,2000,2000-09-02
New Mexico,Mountain West,1142.24585422541,2,2000,2000-09-02
Virginia,ACC,1446.63587965457,2,2000,2000-09-02
Clemson,ACC,1500.19539768852,2,2000,2000-09-02
Colorado State,Mountain West,1268.3245741511,2,2000,2000-09-02
Cincinnati,Conference USA,1268.3245741511,2,2000,2000-09-04
Western Michigan,Mid-American,1190.2499624646,2,2000,2000-08-31
Arizona State,Pac-10,1516.6754258489,2,2000,2000-08-31
Wyoming,Mountain West,1190.2499624646,2,2000,2000-08-31
Baylor,Big 12,1516.6754258489,2,2000,2000-08-31
Southeast Missouri State,,498.912753613904,2,2000,2000-08-31
McNeese,,499.804602311477,2,2000,2000-08-31
Appalachian State,,1275.2499624646,2,2000,2000-08-31
Northern Illinois,Mid-American,1190.2499624646,2,2000,2000-08-31
East Carolina,Conference USA,1275.2499624646,2,2000,2000-09-02
Connecticut,FBS Independents,1164.1722239493,2,2000,2000-09-02
Ball State,Mid-American,1190.2499624646,2,2000,2000-09-02
Georgia Southern,,1190.2499624646,2,2000,2000-09-02
UCF,FBS Independents,1190.2499624646,2,2000,2000-09-02
Middle Tennessee,FBS Independents,1190.2499624646,2,2000,2000-09-02
Ohio,Mid-American,1190.2499624646,2,2000,2000-09-02
Louisiana Tech,FBS Independents,1192.93495662564,2,2000,2000-09-02
Western Carolina,,499.804602311477,2,2000,2000-09-02
Kentucky,SEC,1464.1722239493,2,2000,2000-09-02
Miami (OH),Mid-American,1275.2499624646,2,2000,2000-09-02
Bowling Green,Mid-American,1190.2499624646,2,2000,2000-09-02
Louisiana Monroe,FBS Independents,1190.2499624646,2,2000,2000-09-02
Tulane,Conference USA,1190.2499624646,2,2000,2000-09-02
Mississippi State,SEC,1516.6754258489,2,2000,2000-09-02
Western Illinois,,499.804602311477,2,2000,2000-09-02
San José State,Western Athletic,1190.2499624646,2,2000,2000-09-02
Tulsa,Western Athletic,1190.2499624646,2,2000,2000-09-02
Arkansas State,Big West,1190.2499624646,2,2000,2000-09-02
Texas A&M,Big 12,1464.1722239493,2,2000,2000-09-02
Fresno State,Western Athletic,1190.2499624646,2,2000,2000-09-02
UTEP,Western Athletic,1190.2499624646,2,2000,2000-09-02
Nevada,Western Athletic,1190.2499624646,2,2000,2000-09-02
Eastern Washington,,499.804602311477,2,2000,2000-09-02
Kent State,Mid-American,1190.2499624646,2,2000,2000-09-02
Central Michigan,Mid-American,1190.2499624646,2,2000,2000-09-02
Houston,Conference USA,1164.1722239493,2,2000,2000-09-02
Villanova,,499.804602311477,2,2000,2000-09-02
Sam Houston State,,583.912753613905,2,2000,2000-09-02
New Mexico State,Big West,1464.1722239493,2,2000,2000-09-02
Jacksonville State,,498.912753613904,2,2000,2000-09-02
Kansas,Big 12,1431.6754258489,2,2000,2000-09-02
Buffalo,Mid-American,1190.2499624646,2,2000,2000-09-02
Temple,Big East,1249.1722239493,2,2000,2000-09-02
Southern Mississippi,Conference USA,1190.2499624646,2,2000,2000-09-02
Utah State,Big West,1190.72404351656,2,2000,2000-09-02
Toledo,Mid-American,1273.32350130523,2,2000,2000-09-02
Alabama,SEC,1464.1722239493,2,2000,2000-09-02
Akron,Mid-American,1190.2499624646,2,2000,2000-09-02
Idaho,Big West,499.804602311477,2,2000,2000-09-02
Stanford,Pac-10,1549.1722239493,2,2000,2000-09-02
Boston College,Big East,1464.1722239493,2,2000,2000-09-02
Cal State Northridge,,498.912753613904,2,2000,2000-09-02
Arizona,Pac-10,1549.1722239493,2,2000,2000-09-02
Missouri State,,499.804602311477,2,2000,2000-09-02
Boise State,Big West,1248.00410823919,2,2000,2000-09-02
BYU,Mountain West,1517.53634429474,2,2000,2000-09-02
The Citadel,,499.804602311477,2,2000,2000-09-02
Colorado,Big 12,1431.6754258489,2,2000,2000-09-02
Army,Conference USA,1431.6754258489,2,2000,2000-09-04
UAB,Conference USA,1201.0872463861,3,2000,2000-09-07
East Carolina,Conference USA,1252.94191315983,3,2000,2000-09-07
Boise State,Big West,1248.83140439719,3,2000,2000-09-09
Army,Conference USA,1386.42656824915,3,2000,2000-09-09
California,Pac-10,1530.12575760799,3,2000,2000-09-09
UCF,FBS Independents,1191.3991277134,3,2000,2000-09-09
Cincinnati,Conference USA,1331.66621128909,3,2000,2000-09-09
Clemson,ACC,1536.02317373922,3,2000,2000-09-09
Colorado State,Mountain West,1269.06133529392,3,2000,2000-09-09
Connecticut,FBS Independents,1165.50460017575,3,2000,2000-09-09
Florida,SEC,1518.57226192064,3,2000,2000-09-09
San Diego State,Mountain West,1168.59447466031,3,2000,2000-09-09
Iowa State,Big 12,1519.02599401884,3,2000,2000-09-09
Kentucky,SEC,1475.91190647332,3,2000,2000-09-09
LSU,SEC,1508.29343021236,3,2000,2000-09-09
Louisville,Conference USA,1535.98682693139,3,2000,2000-09-09
Maryland,ACC,1512.47200390613,3,2000,2000-09-09
Memphis,Conference USA,1219.981101253,3,2000,2000-09-09
Michigan,Big Ten,1520.87262929845,3,2000,2000-09-09
Michigan State,Big Ten,1509.80419077423,3,2000,2000-09-09
Idaho,Big West,450.655693296499,3,2000,2000-09-09
Notre Dame,FBS Independents,1483.58615016762,3,2000,2000-09-09
Indiana,Big Ten,1451.99589176081,3,2000,2000-09-09
Northern Illinois,Mid-American,1191.3991277134,3,2000,2000-09-09
Northwestern,Big Ten,1535.99496458015,3,2000,2000-09-09
Minnesota,Big Ten,1433.57226192064,3,2000,2000-09-09
Arizona,Pac-10,1495.39824766772,3,2000,2000-09-09
Oklahoma,Big 12,1518.57226192064,3,2000,2000-09-09
Tulsa,Western Athletic,1174.3140425765,3,2000,2000-09-09
New Mexico,Mountain West,1129.59649507439,3,2000,2000-09-09
Penn State,Big Ten,1406.92196323866,3,2000,2000-09-09
Bowling Green,Mid-American,1175.02805994433,3,2000,2000-09-09
Hawai'i,Western Athletic,1116.0872463861,3,2000,2000-09-09
Purdue,Big Ten,1518.57226192064,3,2000,2000-09-09
Rutgers,Big East,1509.46206327272,3,2000,2000-09-09
Stanford,Pac-10,1471.35466317389,3,2000,2000-09-09
USC,Pac-10,1560.11585234976,3,2000,2000-09-09
Texas,Big 12,1506.29130617565,3,2000,2000-09-09
Texas A&M,Big 12,1475.29481571235,3,2000,2000-09-09
Texas Tech,Big 12,1527.13760664607,3,2000,2000-09-09
Toledo,Mid-American,1274.03953949899,3,2000,2000-09-09
UCLA,Pac-10,1543.53171494643,3,2000,2000-09-09
Utah State,Big West,1191.87011916164,3,2000,2000-09-09
Virginia,ACC,1446.90132240298,3,2000,2000-09-09
Washington,Pac-10,1536.02317373922,3,2000,2000-09-09
Ball State,Mid-American,1106.39785330553,3,2000,2000-09-09
Iowa,Big Ten,1390.29481571235,3,2000,2000-09-09
Wisconsin,Big Ten,1545.5778135861,3,2000,2000-09-09
Air Force,Mountain West,1270.64464135367,3,2000,2000-09-09
Eastern Michigan,Mid-American,1191.42349850004,3,2000,2000-09-09
Wake Forest,ACC,1385.91068935729,3,2000,2000-09-09
South Carolina,SEC,1568.58615016762,3,2000,2000-09-09
Nevada,Western Athletic,1174.3140425765,3,2000,2000-09-09
Alabama,SEC,1495.39824766772,3,2000,2000-09-09
Ole Miss,SEC,1460.5778135861,3,2000,2000-09-09
Central Michigan,Mid-American,1226.07773851529,3,2000,2000-09-09
Georgia Tech,ACC,1463.72027638598,3,2000,2000-09-09
UTEP,Western Athletic,1235.5684177972,3,2000,2000-09-09
Chattanooga,,498.912753613904,3,2000,2000-09-07
Virginia Tech,Big East,1532.05808684017,3,2000,2000-09-07
Northern Iowa,,499.172703842001,3,2000,2000-09-09
Boston College,Big East,1509.42108154905,3,2000,2000-09-09
Utah,Mountain West,1420.70201844271,3,2000,2000-09-09
Northwestern State,,498.850834751197,3,2000,2000-09-09
Syracuse,Big East,1446.40840039741,3,2000,2000-09-09
Missouri,Big 12,1464.36762163783,3,2000,2000-09-09
East Tennessee State,,499.263238857174,3,2000,2000-09-09
Colgate,,498.667623773557,3,2000,2000-09-09
Middle Tennessee,FBS Independents,1181.42773807936,3,2000,2000-09-09
Illinois,Big Ten,1524.48013702619,3,2000,2000-09-09
UNLV,Mountain West,1190.72404351656,3,2000,2000-09-09
South Florida,FBS Independents,1189.34756386208,3,2000,2000-09-09
Houston,Conference USA,1156.07419142547,3,2000,2000-09-09
Grambling,,499.840949119307,3,2000,2000-09-09
Temple,Big East,1236.70022004318,3,2000,2000-09-09
Louisiana Monroe,FBS Independents,1153.59343536269,3,2000,2000-09-09
Rice,Western Athletic,1224.70518428765,3,2000,2000-09-09
Marshall,Mid-American,1191.28305561186,3,2000,2000-09-09
Montana,,549.148909014978,3,2000,2000-09-09
Nebraska,Big 12,1561.99166341848,3,2000,2000-09-09
NC State,ACC,1557.75414577459,3,2000,2000-09-09
Illinois State,,498.850834751197,3,2000,2000-09-09
Duke,ACC,1398.50511049066,3,2000,2000-09-09
Ohio,Mid-American,1266.42773807936,3,2000,2000-09-09
Ohio State,Big Ten,1563.52401381699,3,2000,2000-09-09
Arkansas State,Big West,1181.42773807936,3,2000,2000-09-09
Oklahoma State,Big 12,1515.93591988809,3,2000,2000-09-09
Oregon State,Pac-10,1512.84475683954,3,2000,2000-09-09
Louisiana Tech,FBS Independents,1176.86171603105,3,2000,2000-09-09
Pittsburgh,Big East,1524.97194005567,3,2000,2000-09-09
Portland State,,583.912753613905,3,2000,2000-09-09
Kent State,Mid-American,1181.42773807936,3,2000,2000-09-09
Buffalo,Mid-American,1180.9832968804,3,2000,2000-09-09
San José State,Western Athletic,1268.06752324001,3,2000,2000-09-09
Colorado,Big 12,1407.38734954983,3,2000,2000-09-09
Louisiana,FBS Independents,1109.79594021045,3,2000,2000-09-09
Wyoming,Mountain West,1179.12737070155,3,2000,2000-09-09
North Texas,Big West,1175.21296152388,3,2000,2000-09-09
Weber State,,499.283961806242,3,2000,2000-09-09
Fresno State,Western Athletic,1182.54602356886,3,2000,2000-09-09
Southern Utah,,498.853924354918,3,2000,2000-09-09
Richmond,,499.734557251587,3,2000,2000-09-09
Miami,Big East,1464.36762163783,3,2000,2000-09-09
Western Illinois,,583.656711470543,3,2000,2000-09-09
Western Michigan,Mid-American,1264.12737070155,3,2000,2000-09-09
Oregon,Pac-10,1473.92226148471,3,2000,2000-09-09
BYU,Mountain West,1447.97894932717,3,2000,2000-09-09
Miami (OH),Mid-American,1319.65424001525,3,2000,2000-09-09
North Carolina,ACC,1548.58938571352,3,2000,2000-09-09
Georgia,SEC,1476.99166341848,3,2000,2000-09-09
TCU,Western Athletic,1515.93591988809,3,2000,2000-09-09
Vanderbilt,SEC,1393.52401381699,3,2000,2000-09-09
Auburn,SEC,1558.92226148471,3,2000,2000-09-09
Akron,Mid-American,1154.4221864139,3,2000,2000-09-09
Florida State,ACC,1581.85753720012,3,2000,2000-09-09
SMU,Western Athletic,1223.0061188185,3,2000,2000-09-09
BYU,Mountain West,1407.15350116712,4,2000,2000-09-14
Akron,Mid-American,1194.71949420347,4,2000,2000-09-16
Arizona,Pac-10,1503.89354703326,4,2000,2000-09-16
Arizona State,Pac-10,1529.34559028725,4,2000,2000-09-16
Arkansas,SEC,1512.63458860505,4,2000,2000-09-16
Buffalo,Mid-American,1129.97834218948,4,2000,2000-09-16
Georgia Tech,ACC,1472.84780080871,4,2000,2000-09-16
Illinois,Big Ten,1560.98315463663,4,2000,2000-09-16
Iowa,Big Ten,1356.68097147667,4,2000,2000-09-16
Kansas,Big 12,1445.4390118412,4,2000,2000-09-16
Kansas State,Big 12,1548.69196155189,4,2000,2000-09-16
Kentucky,SEC,1508.92117454838,4,2000,2000-09-16
Louisiana Monroe,FBS Independents,1155.00807758876,4,2000,2000-09-16
Arkansas State,Big West,1136.91740734254,4,2000,2000-09-16
Missouri,Big 12,1420.69807191572,4,2000,2000-09-16
Middle Tennessee,FBS Independents,1182.63591982407,4,2000,2000-09-16
Baylor,Big 12,1458.11885302322,4,2000,2000-09-16
UNLV,Mountain West,1224.71528601742,4,2000,2000-09-16
New Mexico State,Big West,1387.33150847406,4,2000,2000-09-16
NC State,ACC,1565.90611744935,4,2000,2000-09-16
